# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-10 18:39:54 EST       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 13337000 LOCHSA RIVER NR LOWELL ID
# -----------------------------------------------------------------------------------
#
# Data provided for site 13337000
#            TS   parameter     statistic     Description
#         46504       00010     00001     Temperature, water, degrees Celsius (Maximum)
#         46505       00010     00002     Temperature, water, degrees Celsius (Minimum)
#         46507       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	46507_00060_00003	46507_00060_00003_cd
USGS	13337000	2000-10-24	1120	A
USGS	13337000	2000-10-25	1060	A
USGS	13337000	2000-10-26	1000	A
USGS	13337000	2000-10-27	974	A
USGS	13337000	2000-10-28	949	A
USGS	13337000	2000-10-29	994	A
USGS	13337000	2000-10-30	1030	A
USGS	13337000	2000-10-31	959	A
USGS	13337000	2000-11-01	931	A
USGS	13337000	2000-11-02	895	A
USGS	13337000	2000-11-03	828	A
USGS	13337000	2000-11-04	844	A
USGS	13337000	2000-11-05	926	A
USGS	13337000	2000-11-06	877	A
USGS	13337000	2000-11-07	819	A
USGS	13337000	2000-11-08	770	A
USGS	13337000	2000-11-09	818	A
USGS	13337000	2000-11-10	701	A
USGS	13337000	2000-11-11	605	A
USGS	13337000	2000-11-12	700	A
USGS	13337000	2000-11-13	668	A
USGS	13337000	2000-11-14	647	A
USGS	13337000	2000-11-15	626	A
USGS	13337000	2000-11-16	676	A
USGS	13337000	2000-11-17	706	A
USGS	13337000	2000-11-18	655	A
USGS	13337000	2000-11-19	605	A
USGS	13337000	2000-11-20	572	A
USGS	13337000	2000-11-21	555	A
USGS	13337000	2000-11-22	561	A
USGS	13337000	2000-11-23	540	A
USGS	13337000	2000-11-24	567	A
USGS	13337000	2000-11-25	659	A
USGS	13337000	2000-11-26	681	A
USGS	13337000	2000-11-27	677	A
USGS	13337000	2000-11-28	648	A
USGS	13337000	2000-11-29	604	A
USGS	13337000	2000-11-30	614	A
USGS	13337000	2000-12-01	641	A
USGS	13337000	2000-12-02	588	A
USGS	13337000	2000-12-03	571	A
USGS	13337000	2000-12-04	617	A
USGS	13337000	2000-12-05	581	A
USGS	13337000	2000-12-06	576	A
USGS	13337000	2000-12-07	548	A
USGS	13337000	2000-12-08	535	A
USGS	13337000	2000-12-09	531	A
USGS	13337000	2000-12-10	559	A
USGS	13337000	2000-12-11	546	A
USGS	13337000	2000-12-12	420	A:e
USGS	13337000	2000-12-13	471	A
USGS	13337000	2000-12-14	551	A
USGS	13337000	2000-12-15	630	A
USGS	13337000	2000-12-16	637	A
USGS	13337000	2000-12-17	660	A
USGS	13337000	2000-12-18	614	A
USGS	13337000	2000-12-19	606	A
USGS	13337000	2000-12-20	585	A
USGS	13337000	2000-12-21	578	A
USGS	13337000	2000-12-22	565	A
USGS	13337000	2000-12-23	625	A
USGS	13337000	2000-12-24	650	A
USGS	13337000	2000-12-25	616	A
USGS	13337000	2000-12-26	580	A
USGS	13337000	2000-12-27	568	A
USGS	13337000	2000-12-28	568	A
USGS	13337000	2000-12-29	555	A
USGS	13337000	2000-12-30	537	A
USGS	13337000	2000-12-31	534	A
USGS	13337000	2001-01-01	541	A
USGS	13337000	2001-01-02	524	A
USGS	13337000	2001-01-03	522	A
USGS	13337000	2001-01-04	522	A
USGS	13337000	2001-01-05	533	A
USGS	13337000	2001-01-06	548	A
USGS	13337000	2001-01-07	515	A
USGS	13337000	2001-01-08	380	A:e
USGS	13337000	2001-01-09	400	A:e
USGS	13337000	2001-01-10	460	A
USGS	13337000	2001-01-11	573	A
USGS	13337000	2001-01-12	576	A
USGS	13337000	2001-01-13	554	A
USGS	13337000	2001-01-14	544	A
USGS	13337000	2001-01-15	524	A
USGS	13337000	2001-01-16	512	A
USGS	13337000	2001-01-17	488	A
USGS	13337000	2001-01-18	478	A
USGS	13337000	2001-01-19	506	A
USGS	13337000	2001-01-20	513	A
USGS	13337000	2001-01-21	498	A
USGS	13337000	2001-01-22	506	A
USGS	13337000	2001-01-23	505	A
USGS	13337000	2001-01-24	477	A
USGS	13337000	2001-01-25	478	A
USGS	13337000	2001-01-26	497	A
USGS	13337000	2001-01-27	420	A:e
USGS	13337000	2001-01-28	380	A:e
USGS	13337000	2001-01-29	340	A:e
USGS	13337000	2001-01-30	460	A
USGS	13337000	2001-01-31	535	A
USGS	13337000	2001-02-01	554	A
USGS	13337000	2001-02-02	540	A
USGS	13337000	2001-02-03	519	A
USGS	13337000	2001-02-04	523	A
USGS	13337000	2001-02-05	655	A
USGS	13337000	2001-02-06	661	A
USGS	13337000	2001-02-07	550	A:e
USGS	13337000	2001-02-08	480	A:e
USGS	13337000	2001-02-09	460	A:e
USGS	13337000	2001-02-10	480	A:e
USGS	13337000	2001-02-11	500	A:e
USGS	13337000	2001-02-12	504	A
USGS	13337000	2001-02-13	505	A
USGS	13337000	2001-02-14	489	A
USGS	13337000	2001-02-15	512	A
USGS	13337000	2001-02-16	485	A
USGS	13337000	2001-02-17	479	A
USGS	13337000	2001-02-18	495	A
USGS	13337000	2001-02-19	503	A
USGS	13337000	2001-02-20	518	A
USGS	13337000	2001-02-21	531	A
USGS	13337000	2001-02-22	560	A
USGS	13337000	2001-02-23	594	A
USGS	13337000	2001-02-24	597	A
USGS	13337000	2001-02-25	579	A
USGS	13337000	2001-02-26	550	A
USGS	13337000	2001-02-27	524	A
USGS	13337000	2001-02-28	480	A
USGS	13337000	2001-03-01	496	A
USGS	13337000	2001-03-02	559	A
USGS	13337000	2001-03-03	568	A
USGS	13337000	2001-03-04	558	A
USGS	13337000	2001-03-05	556	A
USGS	13337000	2001-03-06	579	A
USGS	13337000	2001-03-07	667	A
USGS	13337000	2001-03-08	786	A
USGS	13337000	2001-03-09	1010	A
USGS	13337000	2001-03-10	1030	A
USGS	13337000	2001-03-11	949	A
USGS	13337000	2001-03-12	869	A
USGS	13337000	2001-03-13	842	A
USGS	13337000	2001-03-14	950	A
USGS	13337000	2001-03-15	896	A
USGS	13337000	2001-03-16	870	A
USGS	13337000	2001-03-17	843	A
USGS	13337000	2001-03-18	835	A
USGS	13337000	2001-03-19	1230	A
USGS	13337000	2001-03-20	1920	A
USGS	13337000	2001-03-21	1750	A
USGS	13337000	2001-03-22	1660	A
USGS	13337000	2001-03-23	1740	A
USGS	13337000	2001-03-24	2010	A
USGS	13337000	2001-03-25	2520	A
USGS	13337000	2001-03-26	2680	A
USGS	13337000	2001-03-27	2400	A
USGS	13337000	2001-03-28	2430	A
USGS	13337000	2001-03-29	2480	A
USGS	13337000	2001-03-30	2360	A
USGS	13337000	2001-03-31	2210	A
USGS	13337000	2001-04-01	2340	A
USGS	13337000	2001-04-02	2210	A
USGS	13337000	2001-04-03	2010	A
USGS	13337000	2001-04-04	1840	A
USGS	13337000	2001-04-05	1710	A
USGS	13337000	2001-04-06	1670	A
USGS	13337000	2001-04-07	1620	A
USGS	13337000	2001-04-08	1590	A
USGS	13337000	2001-04-09	1480	A
USGS	13337000	2001-04-10	1410	A
USGS	13337000	2001-04-11	1370	A
USGS	13337000	2001-04-12	1360	A
USGS	13337000	2001-04-13	1320	A
USGS	13337000	2001-04-14	1260	A
USGS	13337000	2001-04-15	1210	A
USGS	13337000	2001-04-16	1250	A
USGS	13337000	2001-04-17	1490	A
USGS	13337000	2001-04-18	1840	A
USGS	13337000	2001-04-19	2350	A
USGS	13337000	2001-04-20	2380	A
USGS	13337000	2001-04-21	2230	A
USGS	13337000	2001-04-22	2110	A
USGS	13337000	2001-04-23	2150	A
USGS	13337000	2001-04-24	2430	A
USGS	13337000	2001-04-25	3290	A
USGS	13337000	2001-04-26	4600	A
USGS	13337000	2001-04-27	6430	A
USGS	13337000	2001-04-28	7850	A
USGS	13337000	2001-04-29	7030	A
USGS	13337000	2001-04-30	7150	A
USGS	13337000	2001-05-01	8530	A
USGS	13337000	2001-05-02	6720	A
USGS	13337000	2001-05-03	5740	A
USGS	13337000	2001-05-04	5440	A
USGS	13337000	2001-05-05	5830	A
USGS	13337000	2001-05-06	5500	A
USGS	13337000	2001-05-07	5330	A
USGS	13337000	2001-05-08	5710	A
USGS	13337000	2001-05-09	6430	A
USGS	13337000	2001-05-10	6940	A
USGS	13337000	2001-05-11	7180	A
USGS	13337000	2001-05-12	8150	A
USGS	13337000	2001-05-13	10100	A
USGS	13337000	2001-05-14	10600	A
USGS	13337000	2001-05-15	13600	A
USGS	13337000	2001-05-16	12600	A
USGS	13337000	2001-05-17	10200	A
USGS	13337000	2001-05-18	9080	A
USGS	13337000	2001-05-19	8060	A
USGS	13337000	2001-05-20	7960	A
USGS	13337000	2001-05-21	7280	A
USGS	13337000	2001-05-22	7420	A
USGS	13337000	2001-05-23	8460	A
USGS	13337000	2001-05-24	9830	A
USGS	13337000	2001-05-25	11000	A
USGS	13337000	2001-05-26	10800	A
USGS	13337000	2001-05-27	9820	A
USGS	13337000	2001-05-28	9190	A
USGS	13337000	2001-05-29	8280	A
USGS	13337000	2001-05-30	6800	A
USGS	13337000	2001-05-31	6070	A
USGS	13337000	2001-06-01	5890	A
USGS	13337000	2001-06-02	5750	A
USGS	13337000	2001-06-03	5120	A
USGS	13337000	2001-06-04	5820	A
USGS	13337000	2001-06-05	4960	A
USGS	13337000	2001-06-06	5190	A
USGS	13337000	2001-06-07	5250	A
USGS	13337000	2001-06-08	5040	A
USGS	13337000	2001-06-09	5660	A
USGS	13337000	2001-06-10	5630	A
USGS	13337000	2001-06-11	4960	A
USGS	13337000	2001-06-12	5600	A
USGS	13337000	2001-06-13	5190	A
USGS	13337000	2001-06-14	4800	A
USGS	13337000	2001-06-15	4600	A
USGS	13337000	2001-06-16	4250	A
USGS	13337000	2001-06-17	4070	A
USGS	13337000	2001-06-18	3860	A
USGS	13337000	2001-06-19	3630	A
USGS	13337000	2001-06-20	3460	A
USGS	13337000	2001-06-21	3350	A
USGS	13337000	2001-06-22	3270	A
USGS	13337000	2001-06-23	3140	A
USGS	13337000	2001-06-24	2930	A
USGS	13337000	2001-06-25	2740	A
USGS	13337000	2001-06-26	2540	A
USGS	13337000	2001-06-27	2440	A
USGS	13337000	2001-06-28	3040	A
USGS	13337000	2001-06-29	2580	A
USGS	13337000	2001-06-30	2260	A
USGS	13337000	2001-07-01	2060	A
USGS	13337000	2001-07-02	1900	A
USGS	13337000	2001-07-03	1760	A
USGS	13337000	2001-07-04	1640	A
USGS	13337000	2001-07-05	1580	A
USGS	13337000	2001-07-06	1550	A
USGS	13337000	2001-07-07	1440	A
USGS	13337000	2001-07-08	1340	A
USGS	13337000	2001-07-09	1260	A
USGS	13337000	2001-07-10	1200	A
USGS	13337000	2001-07-11	1140	A
USGS	13337000	2001-07-12	1160	A
USGS	13337000	2001-07-13	1120	A
USGS	13337000	2001-07-14	1060	A
USGS	13337000	2001-07-15	1010	A
USGS	13337000	2001-07-16	1020	A
USGS	13337000	2001-07-17	1090	A
USGS	13337000	2001-07-18	1030	A
USGS	13337000	2001-07-19	1010	A
USGS	13337000	2001-07-20	978	A
USGS	13337000	2001-07-21	947	A
USGS	13337000	2001-07-22	917	A
USGS	13337000	2001-07-23	853	A
USGS	13337000	2001-07-24	809	A
USGS	13337000	2001-07-25	774	A
USGS	13337000	2001-07-26	741	A
USGS	13337000	2001-07-27	712	A
USGS	13337000	2001-07-28	686	A
USGS	13337000	2001-07-29	672	A
USGS	13337000	2001-07-30	677	A
USGS	13337000	2001-07-31	842	A
USGS	13337000	2001-08-01	925	A
USGS	13337000	2001-08-02	797	A
USGS	13337000	2001-08-03	711	A
USGS	13337000	2001-08-04	666	A
USGS	13337000	2001-08-05	642	A
USGS	13337000	2001-08-06	619	A
USGS	13337000	2001-08-07	591	A
USGS	13337000	2001-08-08	568	A
USGS	13337000	2001-08-09	548	A
USGS	13337000	2001-08-10	533	A
USGS	13337000	2001-08-11	515	A
USGS	13337000	2001-08-12	501	A
USGS	13337000	2001-08-13	489	A
USGS	13337000	2001-08-14	477	A
USGS	13337000	2001-08-15	469	A
USGS	13337000	2001-08-16	457	A
USGS	13337000	2001-08-17	442	A
USGS	13337000	2001-08-18	431	A
USGS	13337000	2001-08-19	419	A
USGS	13337000	2001-08-20	411	A
USGS	13337000	2001-08-21	406	A
USGS	13337000	2001-08-22	400	A
USGS	13337000	2001-08-23	399	A
USGS	13337000	2001-08-24	395	A
USGS	13337000	2001-08-25	388	A
USGS	13337000	2001-08-26	378	A
USGS	13337000	2001-08-27	372	A
USGS	13337000	2001-08-28	362	A
USGS	13337000	2001-08-29	356	A
USGS	13337000	2001-08-30	352	A
USGS	13337000	2001-08-31	346	A
USGS	13337000	2001-09-01	341	A
USGS	13337000	2001-09-02	336	A
USGS	13337000	2001-09-03	332	A
USGS	13337000	2001-09-04	326	A
USGS	13337000	2001-09-05	322	A
USGS	13337000	2001-09-06	320	A
USGS	13337000	2001-09-07	328	A
USGS	13337000	2001-09-08	342	A
USGS	13337000	2001-09-09	345	A
USGS	13337000	2001-09-10	336	A
USGS	13337000	2001-09-11	324	A
USGS	13337000	2001-09-12	318	A
USGS	13337000	2001-09-13	311	A
USGS	13337000	2001-09-14	306	A
USGS	13337000	2001-09-15	301	A
USGS	13337000	2001-09-16	297	A
USGS	13337000	2001-09-17	302	A
USGS	13337000	2001-09-18	299	A
USGS	13337000	2001-09-19	296	A
USGS	13337000	2001-09-20	294	A
USGS	13337000	2001-09-21	290	A
USGS	13337000	2001-09-22	287	A
USGS	13337000	2001-09-23	284	A
USGS	13337000	2001-09-24	282	A
USGS	13337000	2001-09-25	275	A
USGS	13337000	2001-09-26	274	A
USGS	13337000	2001-09-27	278	A
USGS	13337000	2001-09-28	278	A
USGS	13337000	2001-09-29	282	A
USGS	13337000	2001-09-30	282	A
USGS	13337000	2001-10-01	279	A
USGS	13337000	2001-10-02	275	A
USGS	13337000	2001-10-03	272	A
USGS	13337000	2001-10-04	268	A
USGS	13337000	2001-10-05	265	A
USGS	13337000	2001-10-06	265	A
USGS	13337000	2001-10-07	265	A
USGS	13337000	2001-10-08	278	A
USGS	13337000	2001-10-09	320	A
USGS	13337000	2001-10-10	334	A
USGS	13337000	2001-10-11	615	A
USGS	13337000	2001-10-12	665	A
USGS	13337000	2001-10-13	698	A
USGS	13337000	2001-10-14	855	A
USGS	13337000	2001-10-15	848	A
USGS	13337000	2001-10-16	584	A
USGS	13337000	2001-10-17	503	A
USGS	13337000	2001-10-18	473	A
USGS	13337000	2001-10-19	446	A
USGS	13337000	2001-10-20	578	A
USGS	13337000	2001-10-21	619	A
USGS	13337000	2001-10-22	615	A
USGS	13337000	2001-10-23	1050	A
USGS	13337000	2001-10-24	1000	A
USGS	13337000	2001-10-25	714	A
USGS	13337000	2001-10-26	616	A
USGS	13337000	2001-10-27	590	A
USGS	13337000	2001-10-28	757	A
USGS	13337000	2001-10-29	884	A
USGS	13337000	2001-10-30	965	A
USGS	13337000	2001-10-31	1590	A
USGS	13337000	2001-11-01	2060	A
USGS	13337000	2001-11-02	1510	A
USGS	13337000	2001-11-03	1300	A
USGS	13337000	2001-11-04	1150	A
USGS	13337000	2001-11-05	1030	A
USGS	13337000	2001-11-06	951	A
USGS	13337000	2001-11-07	897	A
USGS	13337000	2001-11-08	833	A
USGS	13337000	2001-11-09	766	A
USGS	13337000	2001-11-10	732	A
USGS	13337000	2001-11-11	705	A
USGS	13337000	2001-11-12	695	A
USGS	13337000	2001-11-13	697	A
USGS	13337000	2001-11-14	705	A
USGS	13337000	2001-11-15	726	A
USGS	13337000	2001-11-16	712	A
USGS	13337000	2001-11-17	710	A
USGS	13337000	2001-11-18	726	A
USGS	13337000	2001-11-19	704	A
USGS	13337000	2001-11-20	680	A
USGS	13337000	2001-11-21	821	A
USGS	13337000	2001-11-22	923	A
USGS	13337000	2001-11-23	1250	A
USGS	13337000	2001-11-24	1030	A
USGS	13337000	2001-11-25	871	A
USGS	13337000	2001-11-26	845	A
USGS	13337000	2001-11-27	798	A
USGS	13337000	2001-11-28	711	A
USGS	13337000	2001-11-29	654	A
USGS	13337000	2001-11-30	765	A
USGS	13337000	2001-12-01	752	A
USGS	13337000	2001-12-02	714	A
USGS	13337000	2001-12-03	704	A
USGS	13337000	2001-12-04	696	A
USGS	13337000	2001-12-05	662	A
USGS	13337000	2001-12-06	663	A
USGS	13337000	2001-12-07	685	A
USGS	13337000	2001-12-08	682	A
USGS	13337000	2001-12-09	669	A
USGS	13337000	2001-12-10	652	A
USGS	13337000	2001-12-11	630	A
USGS	13337000	2001-12-12	615	A
USGS	13337000	2001-12-13	641	A
USGS	13337000	2001-12-14	746	A
USGS	13337000	2001-12-15	720	A
USGS	13337000	2001-12-16	670	A
USGS	13337000	2001-12-17	677	A
USGS	13337000	2001-12-18	645	A
USGS	13337000	2001-12-19	604	A
USGS	13337000	2001-12-20	611	A
USGS	13337000	2001-12-21	644	A
USGS	13337000	2001-12-22	646	A
USGS	13337000	2001-12-23	555	A
USGS	13337000	2001-12-24	439	A
USGS	13337000	2001-12-25	400	A:e
USGS	13337000	2001-12-26	420	A:e
USGS	13337000	2001-12-27	550	A:e
USGS	13337000	2001-12-28	650	A:e
USGS	13337000	2001-12-29	700	A:e
USGS	13337000	2001-12-30	700	A:e
USGS	13337000	2001-12-31	650	A:e
USGS	13337000	2002-01-01	650	A:e
USGS	13337000	2002-01-02	635	A
USGS	13337000	2002-01-03	659	A
USGS	13337000	2002-01-04	639	A
USGS	13337000	2002-01-05	604	A
USGS	13337000	2002-01-06	597	A
USGS	13337000	2002-01-07	1060	A
USGS	13337000	2002-01-08	1810	A
USGS	13337000	2002-01-09	2040	A
USGS	13337000	2002-01-10	1680	A
USGS	13337000	2002-01-11	1400	A
USGS	13337000	2002-01-12	1290	A
USGS	13337000	2002-01-13	1290	A
USGS	13337000	2002-01-14	1150	A
USGS	13337000	2002-01-15	1060	A
USGS	13337000	2002-01-16	1010	A
USGS	13337000	2002-01-17	960	A
USGS	13337000	2002-01-18	911	A
USGS	13337000	2002-01-19	900	A
USGS	13337000	2002-01-20	902	A
USGS	13337000	2002-01-21	920	A
USGS	13337000	2002-01-22	881	A
USGS	13337000	2002-01-23	858	A
USGS	13337000	2002-01-24	850	A
USGS	13337000	2002-01-25	872	A
USGS	13337000	2002-01-26	881	A
USGS	13337000	2002-01-27	840	A
USGS	13337000	2002-01-28	716	A
USGS	13337000	2002-01-29	692	A
USGS	13337000	2002-01-30	754	A
USGS	13337000	2002-01-31	810	A
USGS	13337000	2002-02-01	804	A
USGS	13337000	2002-02-02	785	A
USGS	13337000	2002-02-03	731	A
USGS	13337000	2002-02-04	721	A
USGS	13337000	2002-02-05	706	A
USGS	13337000	2002-02-06	702	A
USGS	13337000	2002-02-07	733	A
USGS	13337000	2002-02-08	826	A
USGS	13337000	2002-02-09	799	A
USGS	13337000	2002-02-10	767	A
USGS	13337000	2002-02-11	769	A
USGS	13337000	2002-02-12	738	A
USGS	13337000	2002-02-13	709	A
USGS	13337000	2002-02-14	725	A
USGS	13337000	2002-02-15	714	A
USGS	13337000	2002-02-16	708	A
USGS	13337000	2002-02-17	730	A
USGS	13337000	2002-02-18	776	A
USGS	13337000	2002-02-19	786	A
USGS	13337000	2002-02-20	780	A
USGS	13337000	2002-02-21	770	A
USGS	13337000	2002-02-22	884	A
USGS	13337000	2002-02-23	1130	A
USGS	13337000	2002-02-24	1550	A
USGS	13337000	2002-02-25	1330	A
USGS	13337000	2002-02-26	1090	A
USGS	13337000	2002-02-27	1050	A
USGS	13337000	2002-02-28	1100	A
USGS	13337000	2002-03-01	1030	A
USGS	13337000	2002-03-02	936	A
USGS	13337000	2002-03-03	874	A
USGS	13337000	2002-03-04	865	A
USGS	13337000	2002-03-05	889	A
USGS	13337000	2002-03-06	934	A
USGS	13337000	2002-03-07	1000	A
USGS	13337000	2002-03-08	869	A
USGS	13337000	2002-03-09	862	A
USGS	13337000	2002-03-10	867	A
USGS	13337000	2002-03-11	924	A
USGS	13337000	2002-03-12	1250	A
USGS	13337000	2002-03-13	1350	A
USGS	13337000	2002-03-14	1270	A
USGS	13337000	2002-03-15	1200	A
USGS	13337000	2002-03-16	1140	A
USGS	13337000	2002-03-17	1080	A
USGS	13337000	2002-03-18	1020	A
USGS	13337000	2002-03-19	1030	A
USGS	13337000	2002-03-20	1240	A
USGS	13337000	2002-03-21	1350	A
USGS	13337000	2002-03-22	1300	A
USGS	13337000	2002-03-23	1440	A
USGS	13337000	2002-03-24	1510	A
USGS	13337000	2002-03-25	1540	A
USGS	13337000	2002-03-26	1630	A
USGS	13337000	2002-03-27	2240	A
USGS	13337000	2002-03-28	2250	A
USGS	13337000	2002-03-29	2080	A
USGS	13337000	2002-03-30	1930	A
USGS	13337000	2002-03-31	1850	A
USGS	13337000	2002-04-01	1970	A
USGS	13337000	2002-04-02	2070	A
USGS	13337000	2002-04-03	2010	A
USGS	13337000	2002-04-04	2040	A
USGS	13337000	2002-04-05	2280	A
USGS	13337000	2002-04-06	3130	A
USGS	13337000	2002-04-07	3730	A
USGS	13337000	2002-04-08	3850	A
USGS	13337000	2002-04-09	3970	A
USGS	13337000	2002-04-10	5050	A
USGS	13337000	2002-04-11	5370	A
USGS	13337000	2002-04-12	5880	A
USGS	13337000	2002-04-13	7250	A
USGS	13337000	2002-04-14	12500	A
USGS	13337000	2002-04-15	12700	A
USGS	13337000	2002-04-16	8930	A
USGS	13337000	2002-04-17	7010	A
USGS	13337000	2002-04-18	5900	A
USGS	13337000	2002-04-19	5100	A
USGS	13337000	2002-04-20	4690	A
USGS	13337000	2002-04-21	4510	A
USGS	13337000	2002-04-22	4500	A
USGS	13337000	2002-04-23	5020	A
USGS	13337000	2002-04-24	4630	A
USGS	13337000	2002-04-25	4480	A
USGS	13337000	2002-04-26	4660	A
USGS	13337000	2002-04-27	4870	A
USGS	13337000	2002-04-28	4740	A
USGS	13337000	2002-04-29	5010	A
USGS	13337000	2002-04-30	5660	A
USGS	13337000	2002-05-01	6350	A
USGS	13337000	2002-05-02	6980	A
USGS	13337000	2002-05-03	7830	A
USGS	13337000	2002-05-04	7140	A
USGS	13337000	2002-05-05	6940	A
USGS	13337000	2002-05-06	6280	A
USGS	13337000	2002-05-07	5700	A
USGS	13337000	2002-05-08	5160	A
USGS	13337000	2002-05-09	4680	A
USGS	13337000	2002-05-10	4370	A
USGS	13337000	2002-05-11	4200	A
USGS	13337000	2002-05-12	4280	A
USGS	13337000	2002-05-13	5130	A
USGS	13337000	2002-05-14	6810	A
USGS	13337000	2002-05-15	7000	A
USGS	13337000	2002-05-16	6790	A
USGS	13337000	2002-05-17	7260	A
USGS	13337000	2002-05-18	8360	A
USGS	13337000	2002-05-19	11700	A
USGS	13337000	2002-05-20	16300	A
USGS	13337000	2002-05-21	16600	A
USGS	13337000	2002-05-22	17300	A
USGS	13337000	2002-05-23	14500	A
USGS	13337000	2002-05-24	12000	A
USGS	13337000	2002-05-25	11000	A
USGS	13337000	2002-05-26	11300	A
USGS	13337000	2002-05-27	12800	A
USGS	13337000	2002-05-28	16100	A
USGS	13337000	2002-05-29	18300	A
USGS	13337000	2002-05-30	20100	A
USGS	13337000	2002-05-31	19100	A
USGS	13337000	2002-06-01	18400	A
USGS	13337000	2002-06-02	18500	A
USGS	13337000	2002-06-03	17400	A
USGS	13337000	2002-06-04	16000	A
USGS	13337000	2002-06-05	15400	A
USGS	13337000	2002-06-06	15400	A
USGS	13337000	2002-06-07	14200	A
USGS	13337000	2002-06-08	12100	A
USGS	13337000	2002-06-09	10100	A
USGS	13337000	2002-06-10	9310	A
USGS	13337000	2002-06-11	8710	A
USGS	13337000	2002-06-12	8250	A
USGS	13337000	2002-06-13	8430	A
USGS	13337000	2002-06-14	10000	A
USGS	13337000	2002-06-15	12000	A
USGS	13337000	2002-06-16	13700	A
USGS	13337000	2002-06-17	14300	A
USGS	13337000	2002-06-18	13300	A
USGS	13337000	2002-06-19	11900	A
USGS	13337000	2002-06-20	9800	A
USGS	13337000	2002-06-21	9530	A
USGS	13337000	2002-06-22	10000	A
USGS	13337000	2002-06-23	11500	A
USGS	13337000	2002-06-24	10700	A
USGS	13337000	2002-06-25	10400	A
USGS	13337000	2002-06-26	10100	A
USGS	13337000	2002-06-27	9790	A
USGS	13337000	2002-06-28	9770	A
USGS	13337000	2002-06-29	9950	A
USGS	13337000	2002-06-30	8920	A
USGS	13337000	2002-07-01	6960	A
USGS	13337000	2002-07-02	6040	A
USGS	13337000	2002-07-03	5460	A
USGS	13337000	2002-07-04	5120	A
USGS	13337000	2002-07-05	4700	A
USGS	13337000	2002-07-06	4290	A
USGS	13337000	2002-07-07	4060	A
USGS	13337000	2002-07-08	4040	A
USGS	13337000	2002-07-09	3810	A
USGS	13337000	2002-07-10	3340	A
USGS	13337000	2002-07-11	3090	A
USGS	13337000	2002-07-12	2910	A
USGS	13337000	2002-07-13	2710	A
USGS	13337000	2002-07-14	2540	A
USGS	13337000	2002-07-15	2360	A
USGS	13337000	2002-07-16	2160	A
USGS	13337000	2002-07-17	1980	A
USGS	13337000	2002-07-18	1830	A
USGS	13337000	2002-07-19	1830	A
USGS	13337000	2002-07-20	1800	A
USGS	13337000	2002-07-21	1630	A
USGS	13337000	2002-07-22	1490	A
USGS	13337000	2002-07-23	1390	A
USGS	13337000	2002-07-24	1340	A
USGS	13337000	2002-07-25	1250	A
USGS	13337000	2002-07-26	1170	A
USGS	13337000	2002-07-27	1110	A
USGS	13337000	2002-07-28	1070	A
USGS	13337000	2002-07-29	1020	A
USGS	13337000	2002-07-30	979	A
USGS	13337000	2002-07-31	932	A
USGS	13337000	2002-08-01	891	A
USGS	13337000	2002-08-02	861	A
USGS	13337000	2002-08-03	830	A
USGS	13337000	2002-08-04	809	A
USGS	13337000	2002-08-05	819	A
USGS	13337000	2002-08-06	801	A
USGS	13337000	2002-08-07	784	A
USGS	13337000	2002-08-08	770	A
USGS	13337000	2002-08-09	803	A
USGS	13337000	2002-08-10	751	A
USGS	13337000	2002-08-11	706	A
USGS	13337000	2002-08-12	674	A
USGS	13337000	2002-08-13	649	A
USGS	13337000	2002-08-14	625	A
USGS	13337000	2002-08-15	604	A
USGS	13337000	2002-08-16	581	A
USGS	13337000	2002-08-17	562	A
USGS	13337000	2002-08-18	549	A
USGS	13337000	2002-08-19	542	A
USGS	13337000	2002-08-20	535	A
USGS	13337000	2002-08-21	560	A
USGS	13337000	2002-08-22	767	A
USGS	13337000	2002-08-23	705	A
USGS	13337000	2002-08-24	608	A
USGS	13337000	2002-08-25	571	A
USGS	13337000	2002-08-26	558	A
USGS	13337000	2002-08-27	555	A
USGS	13337000	2002-08-28	540	A
USGS	13337000	2002-08-29	528	A
USGS	13337000	2002-08-30	515	A
USGS	13337000	2002-08-31	505	A
USGS	13337000	2002-09-01	494	A
USGS	13337000	2002-09-02	475	A
USGS	13337000	2002-09-03	464	A
USGS	13337000	2002-09-04	463	A
USGS	13337000	2002-09-05	451	A
USGS	13337000	2002-09-06	441	A
USGS	13337000	2002-09-07	462	A
USGS	13337000	2002-09-08	515	A
USGS	13337000	2002-09-09	504	A
USGS	13337000	2002-09-10	461	A
